"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2731",0.9,"Good","G","SI2",64.1,63,3246,6.02,5.99,3.85
"4024",0.96,"Good","G","SI1",56.6,63,3522,6.52,6.39,3.67
"4398",0.31,"Ideal","D","SI1",61.8,56,571,4.34,4.37,2.69
"3564",0.93,"Good","F","SI2",59.4,61,3418,6.24,6.25,3.71
"4567",1,"Good","G","SI2",61.4,61,3646,6.32,6.35,3.89
"140",0.64,"Ideal","G","VVS1",61.9,56,2766,5.53,5.56,3.43
"1449",0.72,"Ideal","E","SI1",61,56,2976,5.82,5.85,3.56
"3856",0.72,"Ideal","G","VS1",61.2,57,3478,5.76,5.79,3.53
"1925",0.8,"Ideal","F","SI1",61,56,3082,6.05,5.98,3.67
"608",0.7,"Ideal","F","VS1",61.6,54,2839,5.75,5.72,3.53
"3991",0.81,"Ideal","H","SI1",61.9,56,3514,5.92,5.97,3.68
"3410",0.3,"Ideal","F","VS2",62.1,57,568,4.27,4.3,2.66
"4000",0.74,"Ideal","D","SI1",61.8,56,3517,5.84,5.88,3.62
"3472",0.83,"Premium","F","VS2",62,59,3393,6,5.96,3.71
"2778",0.83,"Ideal","F","SI1",62.1,55,3254,6,6.05,3.74
"1274",0.77,"Ideal","D","SI1",62.6,57,2949,5.81,5.92,3.67
"2684",0.9,"Very Good","H","SI1",63.2,61,3242,6.12,6.03,3.84
"1280",0.54,"Ideal","F","VVS1",61.6,55,2951,5.27,5.28,3.25
"3578",0.82,"Ideal","H","VVS1",62.9,56,3420,5.99,5.91,3.74
"4045",1.05,"Ideal","H","SI2",62,57,3528,6.54,6.5,4.04
"1528",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"708",0.7,"Premium","E","VS1",58.4,59,2854,5.91,5.83,3.43
"1135",0.71,"Ideal","F","VS1",62.6,55,2920,5.71,5.67,3.56
"324",1.04,"Premium","G","I1",62.2,58,2801,6.46,6.41,4
"4021",0.9,"Ideal","G","SI2",61.2,57,3521,6.24,6.28,3.83
"4247",0.82,"Premium","E","VS2",62.6,60,3577,5.97,5.91,3.72
"1345",0.96,"Premium","E","SI2",60.4,56,2961,6.32,6.23,3.79
"4582",1.02,"Premium","J","VS2",58.9,60,3651,6.57,6.53,3.86
"1656",0.73,"Very Good","F","SI1",61.3,56,3023,5.78,5.84,3.56
"1101",0.71,"Premium","D","SI1",61.4,58,2913,5.75,5.79,3.54
"1046",0.72,"Ideal","H","VVS1",62.8,57,2907,5.68,5.72,3.58
"3059",0.38,"Very Good","J","VS2",60.5,60,566,4.64,4.68,2.82
"1749",0.73,"Ideal","G","VS1",61.8,57,3041,5.78,5.81,3.58
"2125",0.9,"Premium","I","SI1",61.8,58,3121,6.26,6.2,3.85
"3324",0.72,"Very Good","E","VVS2",59.3,60,3374,5.87,5.83,3.47
"267",0.7,"Premium","F","VS1",62.1,60,2792,5.71,5.65,3.53
"1603",0.7,"Ideal","F","VS2",61.8,57,3011,5.67,5.75,3.53
"35",0.23,"Very Good","D","VS1",61.9,58,402,3.92,3.96,2.44
"255",0.77,"Premium","H","VS1",61.3,60,2789,5.9,5.88,3.61
"257",0.64,"Ideal","G","IF",61.3,56,2790,5.54,5.58,3.41
"1641",0.7,"Ideal","G","VS1",61.1,56,3017,5.72,5.74,3.5
"2843",0.75,"Very Good","F","VS1",62.3,57,3270,5.83,5.88,3.65
"722",0.26,"Ideal","E","VS1",62.1,56,556,4.09,4.12,2.55
"283",0.81,"Premium","H","VS2",58,59,2795,6.17,6.13,3.57
"1096",0.8,"Premium","E","SI1",61.2,60,2912,5.97,5.95,3.65
"4197",0.78,"Very Good","F","VS1",63.3,56,3563,5.84,5.89,3.71
"751",1,"Fair","H","SI2",66.1,56,2856,6.21,5.97,4.04
"3561",1.01,"Premium","H","SI1",59.2,58,3417,6.58,6.56,3.89
"4685",0.96,"Fair","E","SI2",57.7,67,3674,6.49,6.46,3.73
"655",1.01,"Good","I","I1",63.1,57,2844,6.35,6.39,4.02
"1934",0.53,"Ideal","E","VVS1",61.8,55,3084,5.19,5.24,3.22
"754",0.7,"Good","E","VVS2",60.1,63,2857,5.68,5.71,3.42
"2368",0.9,"Very Good","I","SI1",61.8,58,3176,6.2,6.26,3.85
"1853",0.72,"Very Good","E","VS2",63,58,3065,5.69,5.73,3.6
"652",0.73,"Very Good","E","SI1",57.7,61,2844,5.92,5.96,3.43
"1189",0.7,"Premium","G","VVS1",62,61,2932,5.71,5.62,3.51
"1013",0.8,"Premium","F","SI1",62.7,58,2901,5.91,5.93,3.71
"2232",0.72,"Ideal","E","VS2",60.6,57,3145,5.85,5.83,3.54
"1797",0.7,"Very Good","D","VS2",62.6,58,3053,5.67,5.7,3.56
"1627",0.84,"Very Good","G","SI2",62.8,57,3015,6,6.04,3.78
"892",0.7,"Ideal","F","VS1",61,55,2874,5.77,5.73,3.51
"4671",0.76,"Ideal","G","VVS1",62,54.7,3671,5.83,5.87,3.62
"2648",0.83,"Ideal","E","SI1",62.7,57,3231,5.96,6.01,3.75
"1520",0.72,"Ideal","H","SI1",61.1,56,2997,5.78,5.8,3.54
"3631",0.71,"Ideal","G","VS1",61.8,57,3431,5.69,5.73,3.53
"4336",1.02,"Ideal","F","I1",61,56,3599,6.53,6.51,3.98
"2527",1.04,"Good","J","SI2",63.8,56,3204,6.36,6.32,4.05
"3784",0.96,"Ideal","I","VS2",59.8,57,3462,6.42,6.39,3.83
"4709",0.9,"Ideal","F","SI2",62.3,57,3679,6.19,6.17,3.85
"938",0.77,"Ideal","D","SI2",61.5,55,2885,5.9,5.93,3.64
"4110",0.9,"Ideal","I","SI1",62,56,3537,6.16,6.23,3.84
"531",0.7,"Premium","E","VS1",62.2,58,2826,5.66,5.6,3.5
"3182",0.92,"Good","F","SI2",64.2,58,3340,6.11,6.14,3.93
"4408",0.31,"Ideal","D","SI1",62.6,57,571,4.3,4.32,2.7
"2854",0.73,"Ideal","G","VS1",60.2,56,3273,5.86,5.9,3.54
"2655",0.7,"Very Good","F","VVS2",58.7,63,3234,5.82,5.79,3.41
"1329",0.7,"Ideal","D","VS2",61.3,57,2960,5.72,5.76,3.52
"376",0.71,"Premium","F","SI1",60.7,54,2809,5.84,5.8,3.53
"290",0.71,"Premium","D","SI1",61.3,58,2797,5.73,5.75,3.52
"1999",0.9,"Very Good","I","SI2",60.4,58,3099,6.25,6.31,3.79
"1086",0.71,"Ideal","H","VS1",61.9,56,2909,5.7,5.74,3.54
"3118",0.9,"Very Good","H","SI2",62,58,3324,6.11,6.12,3.79
"148",0.73,"Very Good","D","SI1",60.2,56,2768,5.83,5.87,3.52
"3827",0.7,"Ideal","D","SI1",61.6,57,3471,5.69,5.74,3.52
"1670",0.75,"Premium","D","SI1",59.2,58,3024,5.96,5.93,3.52
"2834",0.8,"Very Good","F","SI1",61.6,56,3267,5.96,6,3.68
"190",0.71,"Good","F","VS2",63.8,58,2777,5.61,5.64,3.59
"321",0.71,"Good","F","VS2",57.8,60,2801,5.9,5.87,3.4
"3342",0.9,"Premium","I","SI1",63,60,3377,6.08,5.99,3.8
"3137",0.88,"Ideal","I","SI1",61.7,56,3328,6.14,6.18,3.8
"2305",0.78,"Good","F","VS1",64,54,3163,5.86,5.82,3.74
"742",0.33,"Premium","G","SI2",62.6,58,557,4.42,4.4,2.76
"986",0.77,"Very Good","G","VS2",58.3,63,2896,6,6.05,3.51
"3495",1.01,"Good","I","SI2",61.8,62,3399,6.28,6.35,3.9
"431",0.76,"Ideal","E","SI1",61.7,57,2814,5.88,5.85,3.62
"2695",0.9,"Good","G","SI2",63.8,59,3246,6.05,6.02,3.85
"579",0.53,"Ideal","F","VVS1",61.4,57,2834,5.2,5.23,3.2
"449",0.78,"Premium","F","SI1",61.5,59,2816,5.96,5.88,3.64
"3593",0.91,"Ideal","H","SI2",60.3,57,3423,6.27,6.31,3.79
"4238",1,"Very Good","H","SI2",59.1,62,3575,6.47,6.5,3.83
"4850",0.71,"Ideal","F","VS1",61.9,56,3710,5.7,5.74,3.54
"4108",0.74,"Ideal","G","VVS1",62.1,54,3537,5.8,5.83,3.61
"3051",0.27,"Ideal","G","VVS2",60.8,57,566,4.18,4.2,2.54
"3494",1.01,"Good","I","SI2",62.6,59,3399,6.24,6.35,3.94
"4031",0.9,"Very Good","E","SI2",63.2,59,3526,6.1,6.15,3.87
"477",0.86,"Good","F","SI2",64.3,60,2819,5.97,5.95,3.83
"4149",1.04,"Very Good","H","SI2",62.4,58,3546,6.4,6.49,4.02
"1168",0.77,"Very Good","H","VS1",63.3,57,2927,5.79,5.83,3.68
"1408",0.41,"Ideal","I","SI1",61.7,55,561,4.77,4.8,2.95
"1034",0.71,"Very Good","G","VS2",62.1,58,2905,5.65,5.71,3.53
"4792",1.1,"Premium","G","SI2",63,59,3696,6.5,6.47,0
"346",0.7,"Very Good","D","SI1",62.3,58,2804,5.69,5.73,3.56
"1442",0.7,"Premium","F","VVS2",62.2,58,2975,5.72,5.66,3.54
"1567",0.72,"Ideal","I","VS1",60.4,56,3005,5.8,5.86,3.52
"622",0.75,"Very Good","F","SI2",59.8,56,2840,5.85,5.92,3.52
"1668",0.75,"Premium","E","SI1",61.7,60,3024,5.84,5.8,3.59
"4525",1.03,"Ideal","H","SI2",60.8,56,3634,6.56,6.47,3.96
"433",0.55,"Very Good","D","VVS1",61.5,56,2815,5.23,5.27,3.23
"44",0.26,"Good","D","VS1",58.4,63,403,4.19,4.24,2.46
"1711",0.32,"Good","E","SI1",63.3,56,561,4.34,4.35,2.75
"533",0.7,"Premium","E","VS1",59.4,61,2826,5.78,5.74,3.42
"1402",0.25,"Very Good","E","VVS2",62,56,560,4.05,4.08,2.52
"3659",0.53,"Ideal","D","VVS1",62.1,57,3442,5.15,5.18,3.21
"145",0.71,"Ideal","D","SI2",61.6,55,2767,5.74,5.76,3.54
"3220",0.77,"Very Good","F","VS1",62.8,58,3350,5.79,5.86,3.66
"3982",1,"Fair","H","SI1",65.5,57,3511,6.26,6.21,4.08
"4793",1.1,"Premium","I","SI2",62.4,59,3696,6.55,6.51,4.08
"328",0.72,"Premium","E","VS2",63,55,2802,5.79,5.61,3.59
"896",1,"Fair","H","SI2",67.7,60,2875,6.11,5.98,4.09
"715",1,"Fair","G","SI2",67.8,61,2856,5.96,5.9,4.02
"3621",0.8,"Premium","F","VS2",61.6,58,3429,5.98,6.03,3.7
"1018",0.73,"Ideal","E","VS2",61.4,55,2902,5.82,5.8,3.57
"1185",0.71,"Ideal","G","VVS1",61.7,57,2930,5.75,5.7,3.53
"3580",0.93,"Very Good","F","SI2",63.5,58,3420,6.14,6.05,3.87
"1525",0.85,"Fair","G","VS1",57.7,67,2998,6.26,6.19,3.59
"1196",0.75,"Good","D","SI2",57.6,56,2933,5.98,6.07,3.47
"2291",0.9,"Very Good","H","SI2",59.2,61,3160,6.23,6.27,3.7
"3946",0.71,"Ideal","D","SI1",61.8,56,3502,5.72,5.76,3.54
"2006",0.72,"Very Good","D","SI1",60.5,57,3102,5.85,5.89,3.55
"4560",0.9,"Very Good","I","VS1",62.2,58,3644,6.13,6.18,3.83
"2127",0.9,"Premium","I","SI1",62.1,59,3121,6.19,6.15,3.83
"3184",0.74,"Ideal","F","VS1",62,54.8,3340,5.81,5.83,3.61
"1583",0.91,"Very Good","F","SI1",63.1,60,3007,6.13,6.1,3.86
"524",0.73,"Very Good","G","VS1",62,57,2825,5.75,5.8,3.58
"783",0.71,"Premium","D","VS1",62.9,57,2860,5.66,5.6,3.54
"4016",1,"Ideal","E","I1",61.8,56,3520,6.38,6.43,3.96
"2194",0.72,"Very Good","D","VS2",63.1,59,3139,5.67,5.7,3.59
"3741",0.3,"Good","F","VS1",63.7,56,570,4.26,4.28,2.72
"291",0.71,"Premium","D","SI1",61.6,60,2797,5.74,5.69,3.52
"1325",0.74,"Fair","G","VVS2",65.2,58,2959,5.7,5.6,3.69
"810",0.71,"Premium","D","SI1",61.7,56,2863,5.8,5.68,3.54
"1821",0.76,"Good","F","VS1",59.9,61,3057,5.89,5.98,3.56
"2635",0.71,"Ideal","H","VS1",61.8,55,3229,5.72,5.77,3.55
"2774",0.7,"Ideal","G","VS2",61.6,57,3253,5.7,5.73,3.53
"1993",0.91,"Premium","F","SI2",62.1,56,3096,6.26,6.21,3.87
"1149",0.7,"Very Good","E","SI1",61.8,59,2923,5.63,5.69,3.5
"3757",0.9,"Ideal","I","SI1",62.3,57,3455,6.12,6.15,3.82
"1840",0.72,"Ideal","D","SI1",61.5,56.5,3062,5.76,5.79,3.55
"2759",0.9,"Good","G","SI1",64.2,58,3250,6.04,6.01,3.87
"4053",0.35,"Ideal","H","VS2",61.7,56,571,4.55,4.59,2.82
"4316",0.78,"Ideal","D","VS2",61.7,57,3595,5.87,5.93,3.64
"4663",1.04,"Ideal","I","SI1",59.7,56,3669,6.6,6.54,3.92
"933",0.9,"Good","H","SI2",62.7,64,2883,6.09,6,3.79
"1629",0.78,"Ideal","H","VVS2",61.7,55,3015,5.9,5.94,3.65
"2398",0.32,"Very Good","G","VS2",62,59,561,4.37,4.41,2.72
"3114",0.92,"Ideal","I","SI1",61.8,57,3323,6.27,6.25,3.87
"585",0.63,"Ideal","F","VVS2",61.9,57,2835,5.47,5.51,3.4
"330",0.7,"Very Good","F","VS2",62.9,58,2803,5.63,5.65,3.55
"3795",0.71,"Very Good","E","VS1",61.6,59,3464,5.65,5.72,3.5
"2478",0.81,"Premium","G","VS2",61.4,60,3193,6.02,5.99,3.69
"1636",0.96,"Premium","E","SI2",62.8,60,3016,6.3,6.24,3.94
"4058",0.36,"Ideal","G","SI1",61.1,55,571,4.58,4.62,2.81
"3476",1.01,"Good","I","SI1",58.4,64,3394,6.51,6.48,3.79
"4209",0.73,"Very Good","E","VVS2",60.2,60,3565,5.81,5.85,3.51
"126",0.7,"Premium","F","VS2",61.6,60,2762,5.65,5.59,3.46
"2086",0.68,"Very Good","F","VVS2",57.3,60,3112,5.83,5.89,3.36
"2241",0.73,"Good","E","VS1",63.7,59,3146,5.67,5.69,3.62
"1922",0.91,"Very Good","J","VS1",63.5,55,3082,6.22,6.12,3.92
"4361",1.01,"Premium","D","SI2",58,60,3604,6.58,6.53,3.8
"2164",0.74,"Ideal","G","SI1",61.3,57,3130,5.81,5.83,3.57
"4071",0.31,"Ideal","D","SI1",62,55,571,4.36,4.38,2.71
"1310",0.95,"Good","I","SI2",63.8,57,2956,6.13,6.23,3.94
"2335",0.74,"Premium","F","VS1",61.7,57,3170,5.85,5.79,3.59
"1950",0.75,"Very Good","D","SI1",63.9,56,3085,5.73,5.75,3.67
"2109",0.92,"Fair","F","SI1",64.9,58,3117,6.1,6.04,3.94
"89",0.24,"Premium","H","VVS2",60.7,58,554,4.07,4.04,2.46
"101",0.75,"Very Good","D","SI1",63.2,56,2760,5.8,5.75,3.65
"3313",0.9,"Very Good","D","SI2",61,61,3371,6.15,6.17,3.76
"4119",0.9,"Premium","I","VS2",62.4,58,3539,6.16,6.22,3.86
"4325",1.01,"Good","F","SI2",63.8,57,3597,6.36,6.31,4.04
"4035",1,"Ideal","G","SI2",60.3,57,3528,6.51,6.45,3.91
"2549",0.83,"Ideal","D","SI2",62.1,56,3207,6,6.04,3.74
"1468",0.9,"Good","E","SI2",58.7,63,2982,6.2,6.23,3.65
"4509",0.91,"Good","E","SI2",64.3,57,3632,6,6.04,3.87
"4005",0.9,"Very Good","I","VS2",63.3,58,3519,6.07,6.13,3.86
"1224",0.7,"Good","F","VVS2",63.1,57,2940,5.59,5.66,3.55
"4002",0.94,"Very Good","F","SI2",62.4,58,3518,6.17,6.23,3.87
"3986",0.9,"Very Good","G","SI1",63.2,62,3512,6.19,6.09,3.88
"1358",0.9,"Fair","F","SI2",65.7,59,2964,6.03,5.99,3.95
"370",1,"Fair","G","I1",66.4,59,2808,6.16,6.09,4.07
"3731",0.36,"Very Good","I","VS1",60.9,61,568,4.58,4.61,2.8
"157",0.71,"Ideal","F","SI1",60.7,56,2770,5.77,5.8,3.51
"1194",0.73,"Premium","F","VS2",59.9,58,2933,5.84,5.87,3.51
"835",0.52,"Ideal","F","VVS1",61.2,56,2867,5.21,5.19,3.18
"1645",1.03,"Very Good","G","I1",60.8,57,3018,6.51,6.55,3.97
"4068",0.31,"Ideal","D","SI1",61.9,57,571,4.33,4.36,2.69
"2888",0.93,"Ideal","J","VS1",62.3,56,3281,6.26,6.22,3.89
"1262",0.73,"Ideal","D","SI1",61.2,57,2947,5.79,5.81,3.55
"699",0.82,"Premium","I","VS1",61.9,58,2853,5.99,5.97,3.7
"1312",0.7,"Ideal","F","VS2",60.8,57,2956,5.75,5.77,3.5
"308",0.9,"Very Good","I","SI2",61.3,56,2800,6.17,6.23,3.8
"4768",0.71,"Good","D","VS1",64.2,58,3690,5.65,5.6,3.61
"3327",0.72,"Very Good","D","VS1",64.1,57,3375,5.68,5.71,3.65
"2564",0.9,"Premium","F","SI2",62.6,62,3210,6.06,6.01,3.78
"1857",0.77,"Ideal","I","VS1",61.4,56,3066,5.9,5.93,3.63
"1257",0.73,"Premium","D","VS2",60.9,59,2947,5.82,5.77,3.53
"4054",0.35,"Ideal","H","VS2",61.2,56,571,4.53,4.56,2.78
"1582",0.76,"Ideal","D","SI1",61.2,57,3007,5.88,5.91,3.61
"624",0.71,"Premium","F","VS2",59.3,56,2840,5.88,5.82,3.47
"387",0.7,"Very Good","G","VS1",63,60,2812,5.57,5.64,3.53
"4538",1,"Fair","H","SI2",65.1,58,3640,6.27,6.15,4.05
"2541",0.75,"Premium","E","VS2",61.8,58,3206,5.83,5.85,3.61
"4073",0.31,"Good","D","SI1",63.5,56,571,4.29,4.31,2.73
"2870",0.83,"Very Good","H","VS2",59.4,59,3276,6.08,6.11,3.62
"4252",0.71,"Premium","F","IF",61.1,58,3578,5.8,5.72,3.52
"2939",0.9,"Premium","I","VS2",63,59,3292,6.1,6.06,3.83
"3055",0.35,"Premium","H","SI2",61.6,58,566,4.54,4.49,2.78
"520",0.82,"Ideal","F","SI2",62.4,54,2824,6.02,5.97,3.74
"4201",1.01,"Premium","J","SI2",61.7,58,3563,6.44,6.4,3.96
"3433",0.9,"Premium","G","SI2",62.8,61,3385,6.14,6.09,3.84
"4914",1.25,"Premium","F","I1",58,59,3724,7.12,7.05,4.11
"353",0.9,"Fair","I","SI1",67.3,59,2804,5.93,5.84,3.96
"665",1.01,"Good","H","I1",64.2,61,2846,6.25,6.18,3.99
"1010",0.7,"Good","G","VVS1",59.9,61,2899,5.75,5.81,3.46
"3509",0.81,"Premium","G","VS1",61.7,59,3402,6.07,5.96,3.71
"4085",1.01,"Good","F","SI2",63.8,57,3532,6.31,6.36,4.04
"1229",1,"Good","H","I1",57.6,61,2940,6.67,6.6,3.82
"4813",0.9,"Premium","E","SI2",59.2,60,3701,6.31,6.23,3.71
"398",0.3,"Premium","H","SI1",60.1,55,554,4.41,4.38,2.64
"4547",1,"Good","H","SI2",63.8,57,3640,6.32,6.28,4.02
"2436",0.7,"Premium","D","VS1",60.9,60,3183,5.75,5.71,3.49
"3397",0.32,"Ideal","I","VVS2",62,54.9,567,4.36,4.39,2.71
"4954",1.01,"Fair","H","VS2",65.2,56,3733,6.23,6.19,4.05
"1132",0.71,"Premium","E","VS1",59.7,57,2920,5.87,5.78,3.48
"2059",0.32,"Premium","H","VS1",60.6,60,561,4.4,4.44,2.68
"1694",0.7,"Good","D","VS2",63.9,58,3033,5.62,5.58,3.58
"1613",0.72,"Ideal","E","SI1",61,57,3012,5.77,5.8,3.53
"1843",0.71,"Premium","E","VS2",62,61,3062,5.71,5.65,3.52
"2275",1.22,"Premium","J","SI2",62.6,59,3156,6.79,4.24,3.76
"1151",0.75,"Very Good","E","SI1",61.5,58,2923,5.82,5.86,3.59
"2696",0.9,"Very Good","G","SI2",63.4,59,3246,6.08,6.04,3.84
"3810",1.03,"Good","G","SI2",63.9,60,3466,6.33,6.37,4.06
"4402",0.31,"Ideal","D","SI1",61.2,55,571,4.37,4.49,2.71
"803",0.73,"Premium","E","VS2",62.5,61,2862,5.78,5.64,3.59
"1544",0.6,"Ideal","G","VVS1",62.1,56,3001,5.42,5.43,3.37
"2993",0.9,"Very Good","G","SI2",62.1,58,3303,6.08,6.13,3.79
"2281",0.78,"Ideal","E","VS2",62.1,54,3159,5.92,5.94,3.68
"1157",0.9,"Premium","I","VS2",58.7,60,2923,6.35,6.28,3.7
"4891",0.71,"Premium","D","VS1",59.2,59,3718,5.9,5.85,3.48
"4683",0.71,"Ideal","D","SI1",61.4,56,3674,5.7,5.74,3.51
"2488",0.8,"Ideal","D","SI1",61.7,56,3195,5.96,6,3.69
"4059",0.36,"Ideal","G","SI1",61.4,55,571,4.61,4.64,2.84
"28",0.3,"Very Good","J","VS2",62.2,57,357,4.28,4.3,2.67
"2666",0.95,"Premium","I","SI2",62.5,58,3237,6.3,6.24,3.92
"244",0.77,"Good","F","SI1",64.2,52,2789,5.81,5.77,3.72
"2637",0.71,"Ideal","H","VS1",60.8,57,3229,5.74,5.79,3.51
"3237",0.9,"Good","I","VS2",58.5,66,3353,6.23,6.25,3.65
"166",0.73,"Very Good","H","VVS1",60.4,59,2772,5.83,5.89,3.54
"4287",0.7,"Ideal","E","VVS2",62.2,54,3585,5.68,5.74,3.55
"2904",0.72,"Ideal","E","VS1",61.9,55,3283,5.74,5.77,3.56
"4617",0.89,"Good","F","SI1",64.3,55,3663,6.12,6.01,3.9
"3251",0.77,"Premium","F","VS1",62.7,58,3357,5.82,5.88,3.67
"3471",0.71,"Good","F","IF",62.1,62,3393,5.68,5.79,3.56
"1439",1,"Fair","D","SI2",69.3,58,2974,5.96,5.87,4.1
"1817",0.76,"Ideal","E","SI1",62.4,54,3056,5.84,5.86,3.65
"3919",1.02,"Premium","J","SI1",61.2,57,3496,6.58,6.43,3.98
"4080",0.31,"Good","D","SI1",63.4,58,571,4.32,4.35,2.75
"2253",0.88,"Very Good","E","SI2",59.1,58,3150,6.22,6.3,3.7
"3326",0.7,"Very Good","D","VS1",62.8,58,3375,5.65,5.68,3.56
"3966",0.9,"Premium","F","SI2",61.5,61,3507,6.1,6.06,3.74
"1651",0.77,"Premium","F","VS2",62.4,59,3018,5.85,5.81,3.64
"3350",0.91,"Premium","E","SI2",58.5,60,3379,6.34,6.31,3.7
"432",0.75,"Premium","E","SI1",61.1,59,2814,5.86,5.83,3.57
"546",0.59,"Ideal","E","VVS1",62,56,2829,5.36,5.38,3.33
"2331",0.92,"Very Good","J","SI1",62.6,58,3170,6.18,6.22,3.88
"1115",0.71,"Ideal","F","VS2",62.2,56,2915,5.74,5.71,3.56
"3031",0.31,"Ideal","D","SI1",62.2,54,565,4.36,4.39,2.72
"4043",0.84,"Premium","E","VS2",62.4,60,3528,6.04,5.98,3.75
"515",0.9,"Fair","H","SI2",65.8,54,2823,6.05,5.98,3.96
"3443",0.9,"Fair","I","VS1",65.2,60,3387,6,5.96,3.9
"2233",0.72,"Good","F","VVS2",61.3,65,3145,5.76,5.72,3.52
"684",0.8,"Very Good","F","SI1",63.4,57,2851,5.89,5.82,3.71
"4900",1.01,"Premium","J","VS2",61,61,3722,6.28,6.22,3.81
"3660",0.77,"Ideal","D","VS2",61.3,56,3442,5.87,5.9,3.61
"3637",0.79,"Very Good","D","SI1",59.7,57,3432,5.96,5.99,3.57
"925",0.71,"Very Good","E","VS2",60,59,2881,5.84,5.83,3.5
"1016",0.74,"Ideal","E","VS2",61.9,57,2901,5.81,5.78,3.59
"1762",0.71,"Very Good","D","VS2",62.8,56,3045,5.67,5.7,3.57
"3703",0.72,"Ideal","D","VS2",62.1,54,3450,5.76,5.81,3.59
"106",0.75,"Ideal","G","SI1",62.2,55,2760,5.87,5.8,3.63
"1122",0.8,"Very Good","H","VS2",61.2,53,2918,5.98,6.05,3.68
"3813",0.9,"Very Good","F","SI2",61.3,60,3468,6.18,6.22,3.8
"4748",0.92,"Premium","F","SI1",62.6,59,3684,6.23,6.19,3.89
"1187",0.72,"Very Good","F","VS2",63.3,57,2931,5.69,5.72,3.61
"3058",0.34,"Very Good","F","SI1",63,54,566,4.48,4.5,2.83
"598",0.7,"Premium","F","VS2",62.3,58,2838,5.72,5.64,3.54
"4183",0.83,"Premium","F","VS2",60.2,60,3557,6.04,6.09,3.65
"871",0.7,"Ideal","D","SI1",60.7,56,2872,5.72,5.75,3.48
"4754",1.21,"Ideal","I","I1",61.3,57,3686,6.94,6.89,4.24
"3820",1.11,"Premium","I","SI2",62.5,56,3469,6.63,6.55,4.12
"4204",0.78,"Very Good","E","VS1",61,55,3564,5.94,5.96,3.63
"4263",0.76,"Premium","D","VS2",61.7,59,3581,5.87,5.9,3.63
"4075",0.31,"Ideal","D","SI1",62.4,56,571,4.33,4.35,2.71
"1074",0.31,"Premium","H","SI1",61.7,59,558,4.39,4.36,2.7
"1084",0.7,"Premium","D","VS2",60.9,57,2909,5.71,5.69,3.47
"3454",0.7,"Premium","E","VVS2",61,59,3389,5.64,5.71,3.5
"2144",0.9,"Good","H","SI1",60.5,64,3125,6.18,6.11,3.72
"4192",0.93,"Very Good","I","VS1",62.5,58,3562,6.2,6.25,3.89
"3053",0.27,"Ideal","H","IF",61.6,56,566,4.18,4.21,2.58
"906",0.7,"Good","H","VVS1",62.7,56,2877,5.6,5.66,3.53
"2132",0.92,"Good","I","SI1",57.4,65,3122,6.42,6.48,3.7
"1787",0.76,"Ideal","H","SI1",61.3,55,3050,5.87,5.93,3.62
"1435",0.7,"Good","E","VS1",59.8,62,2973,5.74,5.8,3.45
"327",0.53,"Ideal","F","IF",61.9,54,2802,5.22,5.25,3.24
"4607",0.91,"Good","D","SI2",63.3,62,3660,6.01,6.09,3.83
"2809",0.88,"Ideal","I","SI1",63.2,56,3264,6.04,6.09,3.83
"2876",0.78,"Ideal","E","VS2",62,55,3276,5.95,5.89,3.67
"1761",0.78,"Very Good","F","SI1",62.4,58,3045,5.83,5.86,3.65
"2991",0.91,"Good","H","VS2",56.9,61,3302,6.41,6.24,3.6
"920",0.72,"Fair","F","VS1",56.9,69,2879,5.93,5.77,3.33
"512",0.9,"Good","I","SI1",63.8,57,2823,6.06,6.13,3.89
"4720",0.24,"Ideal","F","VS1",61.8,54,572,3.99,4.03,2.48
"4386",0.31,"Premium","D","SI1",61.2,60,571,4.35,4.41,2.68
"2209",0.7,"Ideal","E","VS2",61.9,56,3142,5.69,5.72,3.53
"3834",0.78,"Very Good","G","VS1",61.5,55,3472,5.92,5.97,3.66
"3532",0.91,"Good","D","SI2",64.1,62,3408,6.01,6.06,3.87
"4515",0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
"1432",0.77,"Ideal","D","SI2",60.6,56,2973,5.9,5.95,3.59
"3243",0.7,"Ideal","G","VVS1",61.9,58,3354,5.67,5.74,3.53
"4432",0.9,"Very Good","G","SI1",63.4,54,3615,6.11,6.16,3.89
"1784",0.83,"Ideal","E","SI2",61.9,53,3049,6.08,6.04,3.75
"1175",0.7,"Ideal","G","VS2",61.8,57,2929,5.68,5.71,3.52
"3740",0.41,"Good","G","SI2",63.7,55,570,4.7,4.75,3.01
"2693",0.9,"Premium","G","SI2",62.1,58,3246,6.13,6.08,3.79
"1614",0.72,"Ideal","E","SI1",60.3,55,3012,5.85,5.89,3.54
"4710",0.9,"Premium","H","SI1",62,62,3679,6.13,6.03,3.77
"1317",0.72,"Ideal","H","VVS1",62,55,2958,5.74,5.77,3.57
"1549",0.89,"Good","H","SI2",63.3,59,3002,6.04,6.09,3.84
"388",0.7,"Very Good","F","VS2",59.5,58,2812,5.75,5.85,3.45
"1247",0.85,"Good","G","SI1",64.9,56,2945,5.95,5.98,3.87
"201",0.7,"Very Good","E","SI1",59.9,63,2777,5.76,5.7,3.43
